provider,code,status_zh,status_en,category,description,next_action
payuni,HOME01038,未有取貨後付款方式,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01039,無法辨識的取貨後付款方式,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01040,未有收件人姓名,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01041,未有收件人電子信箱,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01042,收件人電子信箱格式錯誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01043,未有收件人手機號碼,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01044,手機號碼格式錯誤(09開頭),,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01045,收件人電話區碼長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01046,收件人電話區碼格式錯誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01047,收件人電話長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01048,收件人電話格式錯誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01049,未有收件人地址,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01050,收件人地址長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01051,未有希望配達時間代碼,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01052,無法辨識的希望配達時間代碼,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01053,未有商品名稱,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01054,商品名稱長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01055,備註長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01056,寄送信箱格式錯誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01057,GrantExport參數值錯誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01058,商品名稱不可含有禁用字眼,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01059,查無符合商店宅配設定資料,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01060,商店宅配服務尚未開通,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01061,商店未啟用宅配物流服務,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01062,商店未啟用,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01063,未有代理商幕後相關設定,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01064,商店未提供宅配幕後交易,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01065,不提供此IP幕後交易,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01066,代理商未開啟撥款指示功能,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01067,商店未有設定AesType,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01068,商店AesType不符合,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01069,商店宅配寄件地址無法辨識,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01070,未有UNi序號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01071,未有UNi物流序號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01072,未有出貨日期,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01073,出貨日期格式有誤，應為日期格式,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01074,出貨日期為無效日期，請重新確認,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01075,未有希望配達日期,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01076,希望配達日期格式有誤，應為日期格式,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01077,未有規格代碼,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01078,無法辨識的規格代碼,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01079,無法辨識是否要隱藏商品名稱,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01080,已超過可列印宅配訂單的上限,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01081,驗證黑貓宅配訂單皆無符合列印出貨單條件,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01082,訂單資料尚在處理中，請稍後再列印,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01083,希望配達日期為無效日期(須大於出貨日期),,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01084,商店宅配設定寄件人資料設定不完整,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01085,商店宅配設定客戶代碼相關資料設定不完整,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01086,託運單列印類別有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01087,無法上傳宅配單(無上傳接口),,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01088,宅配單(上傳)處理失敗,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01089,託運單備註字數超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01090,無可列印的宅配單(上傳)，處理失敗,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01091,更新宅配單資料狀態失敗,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01092,已有宅配單處理過，請改用下載宅配單,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01093,未有宅配單下載檔名序號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01094,查無對應的檔名序號的宅配訂單資料,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01095,指定的宅配訂單不存在於此檔名序號內,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01096,未有聯絡人姓名,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01097,聯絡人姓名長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01098,聯絡人手機號碼格式有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01099,聯絡人電話區碼長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01100,聯絡人電話區碼格式有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01101,聯絡人電話長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01102,聯絡人電話格式有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01103,聯絡人電話分機號碼長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01104,聯絡人電話分機號碼格式有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01105,未有聯絡人地址,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01106,聯絡人地址長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01107,未有常溫件數,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01108,常溫件數格式有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01109,未有冷藏件數,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01110,冷藏件數格式有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01111,未有冷凍件數,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01112,冷凍件數格式有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01113,是否需要先電聯,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01114,無法辨識是否需要先電聯,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01115,是否需要宅配人員帶推車,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01116,無法辨識是否需要帶推車,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01117,呼叫黑貓失敗,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01118,新增呼叫記錄失敗，請洽人員處理,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01119,溫層件數相加最少需1件,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01120,收件人的地址不在服務範圍內,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01121,無法辨識寄本島或是離島，須技術人員確認,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01122,未有寄件人手機號碼,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01123,寄件人地址長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01124,無法辨識的交易來源標記,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01125,(退)出貨日期超過系統限制日期,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01126,(退)宅配單號取得失敗,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01127,此UNi物流序號訂單已超過可退貨期限,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01128,此UNi物流序號訂單狀態為不可執行退貨宅配單,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01129,建立退貨宅配單失敗,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01130,刪除退貨宅配單請求失敗,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01131,寄件人的地址不在服務範圍內,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01132,冷凍(藏)不提供150cm的尺寸,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01133,收貨人姓名長度超過限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01134,三種溫層件數只能限一種溫層,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01135,未有寄件人電子信箱,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01136,寄件人電子信箱格式錯誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01137,無法辨識 API POST TYPE,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01138,此次下載宅配單PDF檔中，有訂單尚未取得宅配單編號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01139,此次下載宅配單PDF檔中，有訂單並不屬於FILE NO的宅配單,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01140,此FileNo已超過列印截止時間,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01141,(退)已過16:25，請將出貨日期變更為D+2,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01142,寄件人地址郵號未取得,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01143,宅配設定資料(寄件人地址郵號)，更新失敗,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01144,宅配單已不符合要號規則(已取消),,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01145,指定的日期為非上班日不配送,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01146,希望配達日期為週日，無法配送,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01148,未有買方名稱(抬頭),,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01149,買方統編長度有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01150,未有消費者電子信箱,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01151,未有載具類別,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01152,無法辨識的載具類別,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01153,載具資料不可為空(手機條碼、自然人憑證條碼或是捐贈碼),,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01154,買方統編格式有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01155,未有公司統編,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01156,商店不提供捐贈發票選項,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01157,此捐贈碼不在商店提供範圍內,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01158,手機條碼不正確,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01159,金流訂單尚未付款完成，無法列印物流出貨單,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01160,金流訂單付款狀態已是失敗，無法列印物流出貨單,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01161,金流訂單付款狀態已是交易逾期，無法列印物流出貨單,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01162,金流訂單付款狀態已是取消，無法列印物流出貨單,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01163,系統正在取得黑貓託運單號，請勿重複操作,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01164,無驗證值，請勿操作,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,HOME01165,設定驗證值失敗，請確認,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01001,已達連線處理上限，請稍後再試,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01002,未有商店代號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01003,資料 HASH 比對不符合,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01004,資料解密失敗,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01005,解密資料不存在,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01006,查無符合商店資料,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01007,C2C物流編譯異常,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01008,B2C物流編譯異常,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01009,傳遞驗證資料比對不符合,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01010,傳遞驗證資料不存在,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01011,查無符合商店物流資料,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01012,查無商店C2C列印出貨單設定資訊,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01013,查無出貨編號資訊,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01014,商店未有設定AesType,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01015,商店AesType不符合,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01016,查無符合代理商資料,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB01017,代理商狀態不符合,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02001,未有商店代號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02002,未有商店自訂編號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02003,商店自訂編號，超過長度限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02004,商店自訂編號，格式錯誤(英數字-_),,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02005,未有時間戳記,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02006,時間戳記，僅可輸入整數,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02007,時間戳記，已過期,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02008,未有物流別,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02009,無法辨識的物流別,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02010,未有超商別,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02011,無法辨識的超商別,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02012,暫不支援此物流,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02013,已超過可列印標籤訂單上限,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02014,物流單上傳失敗,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02015,無法上傳物流單(無上傳接口),,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02016,驗證超商物流訂單皆無符合列印出貨單條件,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02017,未有出貨日期,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02018,出貨日期格式有誤，應為日期格式,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02019,出貨日期為無效日期，請重新確認,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02020,未有UNi物流序號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02022,訂單資料尚在處理中，請稍後再列印,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02023,此店到店收件門市目前不提供交貨便服務,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02024,物流單已不符合要號規則,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02025,此店到店指定的退件門市目前不提供交貨便服務,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02026,物流單資訊是否有帶入特殊字元或符號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02027,金流訂單尚未付款完成，無法列印物流出貨單,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02028,金流訂單付款狀態已是失敗，無法列印物流出貨單,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02029,金流訂單付款狀態已是交易逾期，無法列印物流出貨單,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB02030,金流訂單付款狀態已是取消，無法列印物流出貨單,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB03001,商店未啟用,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB03002,查無商店設定C2C物流服務,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB03003,商店C2C物流服務尚未開通,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB03004,商店未啟用C2C物流服務,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB03005,查無商店設定B2C物流服務,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB03006,商店B2C物流服務尚未開通,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB03007,商店未啟用B2C物流服務,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB03008,B2C物流服務無退貨門市更新服務,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB03009,商店未設定店到店的退貨門市資訊,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB03010,查無符合商店物流資料,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB03011,收(寄)件人姓名僅支援輸入中文/英文/數字,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB04001,已存在相同商店訂單編號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB04002,未有交易唯一Token,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB06001,未有API處理結果,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LAB06002,回傳加密失敗,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR01001,已達連線處理上限，請稍後再試,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR01002,未有商店代號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR01003,資料 HASH 比對不符合,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR01004,資料解密失敗,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR01005,解密資料不存在,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR01006,查無符合商店資料,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR01007,C2C物流編譯異常,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR01008,B2C物流編譯異常,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR01009,傳遞驗證資料比對不符合,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR01010,傳遞驗證資料不存在,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR01011,查無符合商店物流設定資料,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR01014,查無符合代理商資料,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR01015,代理商狀態不符合,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02001,未有商店代號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02002,未有商店自訂編號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02003,商店自訂編號，超過長度限制,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02004,商店自訂編號，格式錯誤(英數字-_),,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02005,未有時間戳記,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02006,時間戳記，僅可輸入整數,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02007,時間戳記，已過期,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02008,未有物流型態,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02009,無法辨識的物流型態,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02010,未有超商別,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02011,無法辨識的超商別,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02012,請選擇退貨付款或退貨不付款,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02013,退貨付款或退貨不付款的參數別有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02014,未有代收金額,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02015,代收金額，僅可輸入整數,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02016,代收金額，格式錯誤(0~999),,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02017,未有繳費期限日期,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02018,繳費期限日期格式有誤,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02019,無效的繳費期限日期,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02020,未有退件人姓名,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02021,未指定退貨便操作方式,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02022,無法辨識退貨便操作方式,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
payuni,LGR02023,無退貨編號,,error,物流 API 錯誤代碼（docs.payuni.com.tw/web/#/7/119）,
